emp_no,first_name,last_name,birth_date,from_date,to_date,title
433417,Surveyors,Carrera,1962-02-13,1995-01-03,9999-01-01,Senior Staff
433458,Vishu,Taubman,1962-07-19,1996-10-26,9999-01-01,Senior Engineer
433464,Kwok,Herber,1962-01-11,1985-04-17,9999-01-01,Technique Leader
433476,Jasminko,Billawala,1963-03-25,1994-08-19,9999-01-01,Senior Engineer
433479,Ravishankar,Hutton,1962-04-17,1999-11-15,9999-01-01,Engineer
433490,Xuejun,Zielinski,1964-11-19,1985-11-01,9999-01-01,Engineer
433502,Bikash,Pero,1964-12-31,1996-12-14,9999-01-01,Staff
433507,Rildo,Bauknecht,1964-01-07,1985-10-17,9999-01-01,Engineer
433523,Wojceich,Sabnani,1962-10-05,1986-07-06,9999-01-01,Engineer
433567,Hongzhu,Bondorf,1963-02-07,1990-02-09,9999-01-01,Senior Staff
433577,Satoru,Larfeldt,1962-02-15,1999-01-24,9999-01-01,Engineer
433586,Deborah,Chaudhuri,1963-07-20,1998-08-26,9999-01-01,Engineer
433636,Jiakeng,Lamparter,1964-03-13,1999-12-29,9999-01-01,Engineer
433678,Kenroku,Passafiume,1962-08-30,1995-03-21,9999-01-01,Technique Leader
433698,Moti,Llado,1962-02-15,1988-11-06,9999-01-01,Engineer
433713,Arch,Felder,1964-12-18,1986-10-25,9999-01-01,Senior Engineer
433718,Toshiko,Yemenis,1962-04-16,1993-10-23,9999-01-01,Senior Engineer
433722,Naraig,Staudhammer,1964-06-23,1985-04-29,9999-01-01,Senior Engineer
433725,Hatem,Ghelli,1962-04-25,1995-09-14,9999-01-01,Senior Engineer
433729,Douadi,Krichel,1963-05-28,1988-03-14,9999-01-01,Senior Staff
433733,Flemming,Zuberek,1963-02-16,1985-03-21,9999-01-01,Senior Engineer
433743,Tesuya,Atchley,1963-05-06,1999-11-23,9999-01-01,Assistant Engineer
433765,Dipayan,Savasere,1964-11-26,1998-01-19,9999-01-01,Senior Staff
433777,Yinghua,Copas,1964-09-03,1988-03-21,9999-01-01,Senior Staff
433809,Wonhee,Ramsey,1962-11-03,1985-03-27,9999-01-01,Assistant Engineer
433811,Huan,Lampe,1962-06-02,1994-02-18,9999-01-01,Senior Engineer
433840,Shaw,Giarratana,1962-05-27,1986-01-07,9999-01-01,Engineer
433843,Shahar,Clemencon,1964-11-01,1986-12-03,9999-01-01,Senior Staff
433845,Randy,Oxenboll,1963-06-15,1995-11-02,9999-01-01,Assistant Engineer
433847,Josyula,Engelmann,1963-01-11,1986-02-21,9999-01-01,Engineer
433860,Rutger,Panwar,1962-03-31,1990-01-02,9999-01-01,Senior Staff
433867,Tomokazu,Luke,1964-07-09,1987-06-10,9999-01-01,Senior Staff
433889,Dharmaraja,Wynblatt,1962-09-25,1989-07-21,9999-01-01,Senior Engineer
433890,Amabile,Kavanagh,1962-09-19,1996-07-27,9999-01-01,Engineer
433911,Vojin,Petereit,1964-10-23,1987-05-19,9999-01-01,Senior Engineer
433944,Kazuyasu,Steinauer,1963-05-07,1986-12-21,9999-01-01,Senior Engineer
433965,Francesca,Benantar,1964-01-17,1988-01-30,9999-01-01,Senior Staff
433982,Hitofumi,Borstler,1962-11-25,2001-10-06,9999-01-01,Senior Engineer
433986,Volkmar,Varman,1964-08-05,1988-05-02,9999-01-01,Senior Staff
433995,Basil,Stifter,1962-12-30,1998-07-13,9999-01-01,Senior Engineer
433996,Zengping,Maksimenko,1963-03-08,1988-10-19,9999-01-01,Engineer
433999,Morrie,Anick,1963-11-04,1986-01-25,9999-01-01,Engineer
434003,Jaewoo,Cannane,1962-07-02,1993-05-23,9999-01-01,Senior Staff
434008,Garnet,Reistad,1962-07-28,1985-07-09,9999-01-01,Senior Staff
434025,Poorav,Doering,1962-08-22,1985-07-19,9999-01-01,Senior Engineer
434075,Gaurav,Meszaros,1964-04-02,1999-07-02,9999-01-01,Senior Staff
434087,Basant,Imataki,1963-09-14,1994-06-21,9999-01-01,Senior Staff
434103,Zhigen,Pocchiola,1964-06-25,1986-08-02,9999-01-01,Senior Staff
434125,Boriana,Vieri,1964-06-04,1988-12-03,9999-01-01,Technique Leader
434139,Niteen,Ariola,1964-11-24,1998-09-28,9999-01-01,Engineer
434162,Bodo,Aloia,1963-06-11,1987-04-10,9999-01-01,Staff
434194,Nadjib,Syang,1963-05-14,1987-12-29,9999-01-01,Senior Staff
434206,Elrique,Angelov,1964-11-15,1986-01-30,9999-01-01,Senior Staff
434210,Hailing,Cromarty,1963-09-04,1992-08-28,9999-01-01,Senior Staff
434246,Fan,Kusakari,1963-04-10,1985-02-16,9999-01-01,Technique Leader
434248,Munenori,Christianini,1964-11-29,1988-07-18,9999-01-01,Engineer
434257,Foong,Cullers,1962-04-18,1990-02-10,9999-01-01,Senior Engineer
434282,Chrisa,Keirsey,1962-03-19,1985-03-14,9999-01-01,Senior Staff
434285,Kien,Yurek,1963-06-03,1986-01-28,9999-01-01,Senior Staff
434291,Garnet,Chleq,1963-06-24,1986-05-06,9999-01-01,Engineer
434294,Naftali,Bernardeschi,1963-06-03,1988-05-03,9999-01-01,Senior Staff
434307,Sudhanshu,Sundgren,1962-07-12,1992-04-25,9999-01-01,Engineer
434330,Feixiong,England,1962-12-14,1986-10-07,9999-01-01,Senior Engineer
434331,Saeed,Gerteisen,1964-07-03,1985-10-16,9999-01-01,Senior Engineer
434338,Yunming,Genin,1963-07-11,1985-11-05,9999-01-01,Engineer
434341,Geoffrey,Karnin,1963-12-29,1988-09-10,9999-01-01,Technique Leader
434369,Yannis,Waleschkowski,1964-04-27,1992-04-15,9999-01-01,Engineer
434393,Kersti,Callaway,1963-10-18,1990-06-14,9999-01-01,Technique Leader
434404,Abdelghani,Krider,1964-09-26,1988-04-20,9999-01-01,Engineer
434415,Izaskun,Porenta,1964-08-28,1985-05-31,9999-01-01,Senior Staff
434418,Magdalena,Khalil,1963-05-08,1986-07-27,9999-01-01,Staff
434426,Ayonca,Furedi,1963-07-02,1987-04-09,9999-01-01,Senior Staff
434427,Ohad,Bridgland,1962-03-09,1990-05-06,9999-01-01,Engineer
434463,Along,Rodier,1963-12-22,1986-07-17,9999-01-01,Senior Staff
434464,Shaunak,Czap,1962-05-27,1998-07-05,9999-01-01,Senior Engineer
434470,Kerryn,Wrigley,1962-03-17,1999-04-26,9999-01-01,Senior Staff
434472,Yifei,Vakili,1963-05-11,1988-11-21,9999-01-01,Engineer
434485,Kwangjo,Quaggetto,1964-11-14,1985-07-25,9999-01-01,Senior Staff
434488,Kristina,Jiafu,1962-09-30,1998-12-31,9999-01-01,Senior Engineer
434501,Khedija,Mondadori,1964-06-01,1985-07-11,9999-01-01,Senior Staff
434512,Xinyu,Selvestrel,1962-03-06,1987-12-17,9999-01-01,Senior Staff
434515,Sastry,Uchoa,1962-09-16,1988-01-17,9999-01-01,Engineer
434520,Kish,Cummings,1962-01-20,1990-11-16,9999-01-01,Engineer
434521,Shahab,Hempstead,1964-10-16,1987-03-19,9999-01-01,Engineer
434525,Torsten,Usery,1964-01-03,1988-12-29,9999-01-01,Senior Engineer
434526,Rosalie,Teitelbaum,1963-09-17,1990-01-25,9999-01-01,Senior Engineer
434527,Mountaz,Thummel,1962-12-04,1994-07-22,9999-01-01,Senior Staff
434530,Keiichiro,Stentiford,1964-04-27,2000-09-21,9999-01-01,Staff
434567,Toshimitsu,Trystram,1963-01-30,1997-03-27,9999-01-01,Senior Staff
434585,Dung,Syrzycki,1964-03-01,1986-05-03,9999-01-01,Senior Engineer
434598,Christophe,Cooman,1964-08-23,1986-12-12,9999-01-01,Staff
434605,Yahiko,Alameldin,1963-08-06,1990-05-25,9999-01-01,Staff
434617,Elgin,McClurg,1963-08-02,1988-02-23,9999-01-01,Senior Engineer
434619,Guther,Rothenberg,1964-03-03,1985-10-29,9999-01-01,Engineer
434630,Dines,Lichtman,1963-11-21,1987-11-19,9999-01-01,Staff
434662,Shahab,Avouris,1963-08-12,1986-07-08,9999-01-01,Staff
434681,Mansur,Jenevein,1963-03-13,1997-08-26,9999-01-01,Senior Engineer
434695,Tzvetan,Bondorf,1962-01-29,1987-12-22,9999-01-01,Senior Staff
434702,Mayumi,Biran,1962-02-24,1993-05-11,9999-01-01,Staff
434707,Xuedong,Kragelund,1962-07-31,1989-01-26,9999-01-01,Engineer
434713,Arunachalam,Kavvadias,1964-02-13,1989-02-07,9999-01-01,Engineer
434723,Padma,Taubman,1963-12-09,1988-12-23,9999-01-01,Senior Engineer
434775,Kwangsub,Stranks,1962-07-21,1986-04-22,9999-01-01,Staff
434782,Barry,Kavanagh,1963-07-17,1985-10-17,9999-01-01,Staff
434800,Hidekazu,Ciolek,1962-09-04,2000-10-14,9999-01-01,Staff
434805,Holgard,Lenart,1962-01-06,1986-08-01,9999-01-01,Senior Engineer
434810,Masaru,Jeansoulin,1964-03-25,1996-01-27,9999-01-01,Senior Staff
434813,Troy,Domenig,1963-08-13,1988-01-25,9999-01-01,Technique Leader
434826,Zito,Androutsos,1964-04-07,2000-03-02,9999-01-01,Staff
434845,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Staff
434850,Hilari,Munro,1964-04-21,1986-01-12,9999-01-01,Senior Staff
434855,Shigehito,Swift,1963-07-27,1995-11-27,9999-01-01,Technique Leader
434875,Rimli,Benaini,1963-07-12,1986-04-13,9999-01-01,Senior Staff
434876,Alagu,Gunderson,1962-11-01,1986-11-25,9999-01-01,Staff
434877,Gro,Strooper,1963-08-09,1997-02-02,9999-01-01,Senior Staff
434878,Gad,Siprelle,1964-08-06,1997-09-22,9999-01-01,Engineer
434879,Mitsuyuki,Kilgour,1964-01-05,1985-07-01,9999-01-01,Senior Engineer
434890,Rimli,Fortenbacher,1962-07-01,1988-06-08,9999-01-01,Senior Staff
434908,Palash,Ossenbruggen,1964-07-31,1996-08-23,9999-01-01,Engineer
434909,Nikolaus,Fandrianto,1963-05-04,1992-03-13,9999-01-01,Engineer
434936,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01,Senior Engineer
434956,Boguslaw,Dusink,1963-10-29,1997-09-25,9999-01-01,Staff
434967,Ingemar,Gustavson,1962-03-15,1986-06-10,9999-01-01,Technique Leader
434973,Xiong,Lipner,1964-01-16,1998-02-11,9999-01-01,Technique Leader
434978,Hitofumi,Parhami,1963-05-07,1990-07-18,9999-01-01,Staff
434986,Hercules,Ranum,1963-11-08,1995-01-08,9999-01-01,Engineer
435005,Khue,Preusig,1962-10-20,1988-12-06,9999-01-01,Senior Engineer
435014,Leaf,Keohane,1963-07-03,1989-09-14,9999-01-01,Assistant Engineer
435015,Yoshimitsu,Massonet,1963-11-28,1997-09-03,9999-01-01,Senior Engineer
435025,Guther,Terwilliger,1964-03-23,1987-06-04,9999-01-01,Senior Engineer
435033,Demin,Vernadat,1964-03-24,1997-03-22,9999-01-01,Senior Staff
435043,Eric,Gunderson,1962-12-19,1990-06-22,9999-01-01,Senior Engineer
435049,Yishai,Pena,1964-08-21,1985-11-07,9999-01-01,Senior Staff
435050,Panayotis,Encarnacion,1963-06-18,1991-09-08,9999-01-01,Staff
435061,Kristof,Gruenwald,1963-10-21,1990-01-31,9999-01-01,Senior Staff
435068,Achilleas,Broomell,1964-08-31,1988-06-28,9999-01-01,Engineer
435071,Deniz,Hebden,1962-01-07,1990-07-28,9999-01-01,Senior Engineer
435081,Cheong,Luks,1963-09-12,1997-11-11,9999-01-01,Technique Leader
435086,Martien,Waleschkowski,1962-03-01,1987-01-03,9999-01-01,Senior Staff
435114,Sandeepan,Rissland,1964-09-27,1997-12-29,9999-01-01,Staff
435120,Conor,Brodie,1962-01-15,1987-12-21,9999-01-01,Technique Leader
435180,Munehiro,Einsfeld,1963-11-15,1989-12-21,9999-01-01,Senior Staff
435181,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01,Staff
435182,Yechezkel,Masamoto,1964-11-14,1996-12-06,9999-01-01,Engineer
435192,Guttorm,Michaels,1964-11-27,1992-12-24,9999-01-01,Staff
435195,Tommaso,Heemskerk,1962-10-31,1990-03-11,9999-01-01,Technique Leader
435202,Irene,Aumann,1962-06-25,1988-11-30,9999-01-01,Senior Staff
435211,Barna,Rothenberg,1963-08-02,1998-01-15,9999-01-01,Engineer
435215,Arve,Figueira,1964-09-03,1986-02-05,9999-01-01,Engineer
435216,Poornachandra,Hoppenstand,1963-09-13,1994-10-29,9999-01-01,Senior Staff
435249,Zine,Yemenis,1963-01-30,1996-07-25,9999-01-01,Staff
435252,Nishit,Schicker,1962-12-20,1987-11-01,9999-01-01,Staff
435262,Emran,Liesche,1963-05-24,1988-02-07,9999-01-01,Senior Staff
435266,Jenwei,Uchoa,1962-11-08,1998-03-08,9999-01-01,Senior Engineer
435273,Jiong,Michaels,1963-02-21,1986-01-04,9999-01-01,Senior Engineer
435278,Shahab,Miara,1964-01-16,1994-10-30,9999-01-01,Staff
435287,Khun,Butner,1962-12-31,1988-08-05,9999-01-01,Senior Engineer
435289,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Staff
435297,Siddarth,Nitsche,1964-02-25,1988-11-26,9999-01-01,Senior Staff
435304,Thanasis,Matzen,1964-06-23,1999-07-20,9999-01-01,Senior Staff
435319,Jinya,Boyle,1962-04-08,1988-06-23,9999-01-01,Engineer
435320,Tsz,Hutter,1963-06-20,1986-12-28,9999-01-01,Senior Engineer
435343,Yinlin,Collavizza,1963-10-18,2002-05-09,9999-01-01,Senior Staff
435347,Kellyn,Tasistro,1963-01-13,1988-10-23,9999-01-01,Senior Staff
435356,Mang,Krone,1962-09-29,1996-08-09,9999-01-01,Senior Staff
435377,Mostafa,Porenta,1962-05-24,1985-10-25,9999-01-01,Engineer
435384,Kwangyoen,Kalefeld,1962-02-20,1996-04-21,9999-01-01,Assistant Engineer
435408,Tru,Babb,1963-07-17,1989-09-07,9999-01-01,Staff
435413,Maha,Jansen,1964-03-31,1986-10-05,9999-01-01,Senior Staff
435449,Satoru,Blokdijk,1962-02-25,1989-07-15,9999-01-01,Senior Staff
435458,Koldo,Muntz,1964-02-11,1994-09-12,9999-01-01,Senior Engineer
435483,Shalesh,Luiz,1962-10-31,1998-07-28,9999-01-01,Engineer
435484,Heekeun,Petersohn,1964-01-12,1988-03-18,9999-01-01,Engineer
435502,Selwyn,Marquardt,1963-08-08,1986-09-11,9999-01-01,Staff
435508,Constantino,Dulay,1964-07-03,2000-12-08,9999-01-01,Engineer
435552,Licheng,Siksek,1962-05-28,1989-06-12,9999-01-01,Senior Staff
435571,Marlo,Fioravanti,1963-07-28,1991-10-26,9999-01-01,Senior Staff
435575,Harjit,Schlenzig,1964-11-12,1998-08-18,9999-01-01,Technique Leader
435581,Abdulah,Kandlur,1963-06-11,1996-02-06,9999-01-01,Engineer
435584,Kien,Sinicrope,1964-09-03,1988-02-29,9999-01-01,Staff
435585,Shalesh,Dredge,1963-08-02,1985-09-26,9999-01-01,Staff
435594,Hugo,Ravishankar,1962-07-16,1991-01-15,9999-01-01,Senior Staff
435596,Tetsushi,Siksek,1964-04-28,1987-11-17,9999-01-01,Assistant Engineer
435605,Sakthirel,Morrey,1964-08-26,1995-10-13,9999-01-01,Senior Staff
435619,Kazuhito,Bierbaum,1964-12-22,1988-02-15,9999-01-01,Senior Staff
435627,Lena,Verhoeff,1962-04-08,1992-02-07,9999-01-01,Engineer
435631,Charlene,Siksek,1962-09-04,1991-09-25,9999-01-01,Senior Engineer
435633,Dines,Trachtenberg,1963-12-17,1986-04-08,9999-01-01,Engineer
435637,Hsiangchu,Manderick,1962-06-14,2001-11-12,9999-01-01,Senior Engineer
435643,Rasiah,Selenyi,1962-11-29,1997-12-13,9999-01-01,Engineer
435648,Dipankar,Coorg,1964-06-30,1993-12-26,9999-01-01,Senior Engineer
435653,Jasminko,Restivo,1964-04-21,1988-04-08,9999-01-01,Senior Engineer
435665,Minghong,Uludag,1963-05-01,1986-03-19,9999-01-01,Engineer
435668,Arun,Usdin,1964-02-14,1990-11-08,9999-01-01,Technique Leader
435678,Navin,Kushner,1962-02-15,1992-05-04,9999-01-01,Engineer
435681,Aiichiro,Carrere,1962-08-10,1987-01-22,9999-01-01,Senior Staff
435702,Fumiya,Muhlberg,1963-08-07,1986-12-04,9999-01-01,Senior Engineer
435705,Siamak,Sridhar,1962-12-17,1985-05-08,9999-01-01,Engineer
435718,Danae,Stanfel,1964-01-26,1985-11-07,9999-01-01,Senior Engineer
435722,Zhongwei,Rindone,1963-05-17,1986-05-17,9999-01-01,Senior Staff
435723,Fatemeh,Vesna,1964-04-11,1999-06-12,9999-01-01,Staff
435725,Radoslaw,Peot,1963-07-21,1999-08-20,9999-01-01,Engineer
435731,Chinho,Lupu,1962-09-03,1988-02-25,9999-01-01,Engineer
435736,Marko,Mitina,1964-08-28,1988-04-27,9999-01-01,Engineer
435739,Demin,Dymetman,1962-06-24,1999-04-27,9999-01-01,Engineer
435744,Paloma,Stiles,1963-05-21,1993-11-15,9999-01-01,Senior Engineer
435767,Susanta,Peha,1964-09-26,2001-06-16,9999-01-01,Staff
435773,Almudena,Kulisch,1963-04-09,1985-03-17,9999-01-01,Senior Engineer
435791,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01,Senior Engineer
435800,Palash,Chiola,1963-03-16,1985-05-05,9999-01-01,Senior Staff
435820,Kellie,Heijenga,1963-11-08,1988-11-14,9999-01-01,Senior Staff
435824,Randi,Dayang,1964-11-30,1994-08-17,9999-01-01,Staff
435829,Arun,Fiutem,1964-07-15,1989-06-23,9999-01-01,Senior Staff
435834,Shaw,Etalle,1962-03-29,1988-02-02,9999-01-01,Senior Staff
435835,Nikolaus,Valtorta,1963-07-20,2000-07-18,9999-01-01,Staff
435845,Kousuke,Terlouw,1962-09-10,1986-03-27,9999-01-01,Senior Staff
435848,Fay,Swiss,1963-11-10,1985-03-01,9999-01-01,Engineer
435871,Youjian,Heystek,1963-09-24,1986-06-10,9999-01-01,Senior Staff
435879,Margo,Weisert,1962-06-11,1985-07-16,9999-01-01,Senior Staff
435891,Sachin,Cmelik,1964-02-07,2000-08-22,9999-01-01,Senior Staff
435900,Mario,Hagimont,1963-02-12,1996-06-11,9999-01-01,Staff
435905,Isamu,Cronan,1964-12-28,1988-04-15,9999-01-01,Senior Engineer
435939,Zhiwei,Asrin,1962-12-14,1997-07-20,9999-01-01,Staff
435945,Hatem,Ramalingam,1962-06-02,1994-03-04,9999-01-01,Senior Engineer
435949,Aron,Zhang,1962-08-31,1985-05-20,9999-01-01,Engineer
435958,Neven,Bratsberg,1963-12-12,1995-11-10,9999-01-01,Staff
435959,Irene,Conti,1962-06-17,1985-03-01,9999-01-01,Engineer
435961,Hatsukazu,Beutelspacher,1963-12-07,1986-10-03,9999-01-01,Senior Engineer
435968,Emdad,Erva,1962-06-26,1991-06-02,9999-01-01,Senior Staff
436000,Anwar,Zambonelli,1964-01-25,1994-02-17,9999-01-01,Engineer
436004,Guther,Deyuan,1962-05-20,1988-11-17,9999-01-01,Senior Engineer
436006,Tadahiro,Skafidas,1962-09-03,1986-04-19,9999-01-01,Senior Engineer
436030,Mohit,Picel,1962-11-07,1988-07-22,9999-01-01,Engineer
436041,Tsvetan,Dredge,1963-01-27,1985-11-28,9999-01-01,Engineer
436059,Thanasis,Pellegrinelli,1962-08-01,1992-06-03,9999-01-01,Senior Engineer
436063,Youssef,Dredge,1964-05-14,1985-02-20,9999-01-01,Senior Staff
436064,Lakshmi,Bisiani,1964-02-01,1987-07-08,9999-01-01,Senior Engineer
436090,Barna,Calkin,1964-08-25,1996-06-04,9999-01-01,Staff
436097,Hairong,Remmele,1963-10-14,2001-12-07,9999-01-01,Senior Staff
436101,Fumitaka,Ebeling,1964-05-18,1997-12-18,9999-01-01,Engineer
436108,Eishiro,Heijenga,1962-09-18,1991-05-05,9999-01-01,Engineer
436112,Alejandra,Biran,1964-10-08,1987-05-23,9999-01-01,Engineer
436140,Jacopo,Karlin,1963-07-22,1987-11-17,9999-01-01,Senior Staff
436163,Hilari,Ernst,1962-06-29,1986-08-16,9999-01-01,Senior Staff
436169,Angus,Gopalakrishnan,1964-01-15,1988-10-31,9999-01-01,Engineer
436173,Iara,Cairo,1963-06-12,1993-04-17,9999-01-01,Engineer
436200,Jiann,Biran,1963-04-17,1988-02-20,9999-01-01,Engineer
436206,Lucian,Valtorta,1964-12-03,1987-08-04,9999-01-01,Senior Staff
436256,Hidefumi,Bednarek,1964-05-07,1997-07-26,9999-01-01,Engineer
436258,Roddy,Mandell,1964-11-06,1988-12-09,9999-01-01,Senior Staff
436263,Janche,Bahk,1962-03-29,1998-07-07,9999-01-01,Engineer
436268,Billur,Bahl,1963-06-30,1989-08-25,9999-01-01,Senior Engineer
436273,Shaw,Peck,1962-05-07,1991-06-10,9999-01-01,Senior Staff
436274,Danae,Mahmud,1962-01-29,1985-06-06,9999-01-01,Staff
436275,Aleksandar,Thisen,1964-09-13,1989-04-26,9999-01-01,Assistant Engineer
436283,Ingemar,Nyrup,1962-09-20,1987-10-31,9999-01-01,Engineer
436288,Xiaocheng,Detkin,1962-11-12,1987-10-03,9999-01-01,Senior Staff
436293,Domenico,Rosca,1962-05-31,1986-04-17,9999-01-01,Senior Engineer
436297,KayLiang,Bauknecht,1963-02-07,1995-11-23,9999-01-01,Staff
436305,Shaowei,Shackell,1962-04-07,2000-02-28,9999-01-01,Senior Staff
436354,Oscar,Malabarba,1962-02-17,1986-12-07,9999-01-01,Senior Staff
436355,Piyush,Nastansky,1962-03-07,1991-06-20,9999-01-01,Senior Engineer
436358,Parviz,Perelgut,1964-10-18,1985-08-27,9999-01-01,Engineer
436360,Stafford,Esposito,1964-12-01,1988-12-29,9999-01-01,Senior Engineer
436404,Aran,Iivonen,1962-09-19,1992-01-30,9999-01-01,Senior Engineer
436444,Bikash,Monarch,1962-04-11,1985-12-24,9999-01-01,Technique Leader
436451,Kasturi,Penz,1964-02-03,1986-08-07,9999-01-01,Senior Engineer
436470,Satoru,Greibach,1962-08-04,1995-08-02,9999-01-01,Engineer
436493,Marek,Porenta,1962-06-13,1990-12-12,9999-01-01,Senior Engineer
436521,Vasilii,Nitto,1962-08-02,1987-07-22,9999-01-01,Engineer
436533,Nahum,Nicolson,1962-05-01,1999-03-25,9999-01-01,Staff
436537,Saeko,Mitchem,1962-12-13,1998-04-18,9999-01-01,Staff
436543,Tadahiro,Langford,1964-12-31,1989-12-24,9999-01-01,Engineer
436552,Jeane,Birsak,1964-06-03,1995-12-15,9999-01-01,Engineer
436571,Rosella,Pietrzykowski,1964-07-19,1987-12-06,9999-01-01,Staff
436572,Shugo,Janocha,1963-09-07,1992-04-18,9999-01-01,Senior Staff
436580,Tsuneo,Szilard,1962-10-26,1995-08-05,9999-01-01,Assistant Engineer
436589,Demin,Frolund,1963-01-14,1993-04-16,9999-01-01,Staff
436607,Emdad,Huhdanpaa,1964-09-05,1994-01-28,9999-01-01,Engineer
436611,Bangqing,Bellone,1963-11-26,1994-08-05,9999-01-01,Senior Engineer
436617,Isamu,Fortenbacher,1964-01-29,1993-05-30,9999-01-01,Senior Engineer
436642,Mihalis,Curless,1962-11-11,1988-05-30,9999-01-01,Engineer
436672,Hyuckchul,Antonakopoulos,1963-07-23,1998-01-04,9999-01-01,Engineer
436681,Nirmal,Famili,1963-07-01,1994-10-13,9999-01-01,Engineer
436683,Shao,Schmezko,1963-12-09,1986-01-23,9999-01-01,Senior Engineer
436699,Bojan,Androutsos,1962-06-12,1990-07-31,9999-01-01,Senior Staff
436713,Soenke,Schnelling,1964-06-25,1996-06-09,9999-01-01,Engineer
436725,Giap,Salverda,1962-02-25,1986-04-02,9999-01-01,Engineer
436736,Subhrajyoti,Gulla,1962-04-09,1987-06-20,9999-01-01,Technique Leader
436739,Basil,Fiebach,1963-12-13,1989-06-13,9999-01-01,Staff
436747,Marke,Denos,1964-02-21,1992-03-02,9999-01-01,Senior Engineer
436751,Yaghout,Snyers,1962-03-03,1988-12-12,9999-01-01,Senior Engineer
436765,Xiaobin,Petereit,1964-10-27,1990-02-19,9999-01-01,Senior Engineer
436767,Yuriy,Lueh,1963-04-05,1998-02-24,9999-01-01,Staff
436791,Masato,Stellhorn,1964-03-29,1987-06-24,9999-01-01,Staff
436800,Arup,Legleitner,1962-10-11,1988-09-01,9999-01-01,Senior Engineer
436801,Arumugam,Daescu,1964-12-06,1985-03-28,9999-01-01,Engineer
436806,Gaetan,Broomell,1962-08-07,1991-07-04,9999-01-01,Engineer
436807,Juyoung,Katiyar,1963-04-02,1986-08-16,9999-01-01,Senior Engineer
436827,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
436829,Avishai,Denna,1964-02-02,1985-09-08,9999-01-01,Technique Leader
436840,Jianhao,Straney,1962-07-17,1987-12-04,9999-01-01,Staff
436849,Maya,Hutton,1962-08-05,1986-02-28,9999-01-01,Technique Leader
436850,Reinhold,Zwicker,1962-03-05,1990-03-18,9999-01-01,Senior Engineer
436851,Khoa,Etalle,1962-04-02,1989-07-19,9999-01-01,Engineer
436865,Xiong,Gischer,1964-07-23,1989-01-01,9999-01-01,Senior Staff
436871,Kersti,McDermid,1964-07-18,1988-03-02,9999-01-01,Senior Engineer
436872,Eben,Babu,1963-07-28,1987-01-06,9999-01-01,Senior Staff
436873,Dinkar,Hofmeyr,1962-08-30,1991-01-27,9999-01-01,Engineer
436878,Piyawadee,Reistad,1964-01-29,1996-09-08,9999-01-01,Assistant Engineer
436895,Bluma,Wursthorn,1964-07-22,1986-08-01,9999-01-01,Senior Staff
436898,Chaitali,Marwedel,1963-12-01,1995-06-11,9999-01-01,Technique Leader
436899,Bojan,Atchley,1964-05-10,1988-06-07,9999-01-01,Staff
436903,Przemyslawa,Ponthieu,1964-03-04,1996-04-21,9999-01-01,Engineer
436917,Idoia,Maksimenko,1962-11-10,1999-03-12,9999-01-01,Engineer
436918,Sadun,Domenig,1964-04-23,1985-04-15,9999-01-01,Technique Leader
436924,Ishfaq,Nyanchama,1963-11-23,1996-03-22,9999-01-01,Engineer
436932,Holgard,Vendrig,1964-11-26,1999-08-13,9999-01-01,Senior Staff
436973,Muzhong,Dulin,1962-03-21,1999-11-21,9999-01-01,Staff
436978,Serge,Zaumen,1963-12-10,1988-05-02,9999-01-01,Senior Engineer
436980,Sudharsan,Schnabel,1964-10-10,1986-03-31,9999-01-01,Staff
436996,Weiru,Zumaque,1963-02-02,1987-10-09,9999-01-01,Engineer
437002,Zsolt,Dichev,1963-11-04,2000-02-13,9999-01-01,Senior Staff
437018,Shigeaki,Schieder,1963-02-25,1985-11-21,9999-01-01,Engineer
437020,Christophe,Picht,1962-01-14,2000-05-20,9999-01-01,Senior Staff
437044,Maria,Cooman,1964-12-15,1985-02-16,9999-01-01,Senior Engineer
437048,Conal,Liedekerke,1962-10-28,1991-06-19,9999-01-01,Senior Engineer
437056,Venkatesan,Peot,1962-02-05,2001-05-26,9999-01-01,Engineer
437078,Sugwoo,Shihab,1964-06-10,1996-12-19,9999-01-01,Engineer
437079,Syozo,Siepmann,1962-01-14,1992-04-09,9999-01-01,Senior Staff
437083,Mara,Lukaszewicz,1963-09-23,2001-01-15,9999-01-01,Senior Staff
437084,Mariangiola,Khalil,1962-10-24,1988-04-29,9999-01-01,Senior Staff
437113,Tadahiko,Talmor,1963-03-23,1994-03-03,9999-01-01,Engineer
437128,Gad,Baak,1962-04-18,1991-11-30,9999-01-01,Senior Staff
437141,Makato,Gruenwald,1963-07-04,1985-06-18,9999-01-01,Senior Engineer
437160,Vitali,Greibach,1963-03-12,1994-12-17,9999-01-01,Technique Leader
437180,Taiji,Collavizza,1962-04-23,1996-12-06,9999-01-01,Assistant Engineer
437183,Florian,Baba,1963-08-19,1985-10-18,9999-01-01,Senior Staff
